gutenberg_id,text,author
815,and barren of any good to mankind.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,He had just witnessed the spread of republican government through all,"Tocqueville, Alexis de"
815,"the vast continental possessions of Spain in America, and the loss of","Tocqueville, Alexis de"
815,her great colonies. He had seen that these revolutions were accomplished,"Tocqueville, Alexis de"
815,"almost without the shedding of blood, and he was filled with anxiety to","Tocqueville, Alexis de"
815,"learn the causes that had placed republican government, in France, in","Tocqueville, Alexis de"
815,such contrast with Democracy in America.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,De Tocqueville was scarcely thirty years old when he began his studies,"Tocqueville, Alexis de"
815,of Democracy in America. It was a bold effort for one who had no special,"Tocqueville, Alexis de"
815,"training in government, or in the study of political economy, but he","Tocqueville, Alexis de"
815,had the example of Lafayette in establishing the military foundation of,"Tocqueville, Alexis de"
815,"these liberties, and of Washington, Jefferson, Madison, and Hamilton,","Tocqueville, Alexis de"
815,"all of whom were young men, in building upon the Independence of the","Tocqueville, Alexis de"
815,United States that wisest and best plan of general government that was,"Tocqueville, Alexis de"
815,ever devised for a free people.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"He found that the American people, through their chosen representatives","Tocqueville, Alexis de"
815,who were instructed by their wisdom and experience and were supported,"Tocqueville, Alexis de"
815,"by their virtues--cultivated, purified and ennobled by self-reliance and","Tocqueville, Alexis de"
815,"the love of God--had matured, in the excellent wisdom of their counsels,","Tocqueville, Alexis de"
815,"a new plan of government, which embraced every security for their","Tocqueville, Alexis de"
815,liberties and equal rights and privileges to all in the pursuit of,"Tocqueville, Alexis de"
815,happiness. He came as an honest and impartial student and his great,"Tocqueville, Alexis de"
815,"commentary, like those of Paul, was written for the benefit of all","Tocqueville, Alexis de"
815,nations and people and in vindication of truths that will stand for,"Tocqueville, Alexis de"
815,"their deliverance from monarchical rule, while time shall last.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,A French aristocrat of the purest strain of blood and of the most,"Tocqueville, Alexis de"
815,"honorable lineage, whose family influence was coveted by crowned heads;","Tocqueville, Alexis de"
815,"who had no quarrel with the rulers of the nation, and was secure","Tocqueville, Alexis de"
815,against want by his inherited estates; was moved by the agitations,"Tocqueville, Alexis de"
815,that compelled France to attempt to grasp suddenly the liberties and,"Tocqueville, Alexis de"
815,"happiness we had gained in our revolution and, by his devout love","Tocqueville, Alexis de"
815,"of France, to search out and subject to the test of reason the","Tocqueville, Alexis de"
815,basic principles of free government that had been embodied in our,"Tocqueville, Alexis de"
815,"Constitution. This was the mission of De Tocqueville, and no mission","Tocqueville, Alexis de"
815,"was ever more honorably or justly conducted, or concluded with greater","Tocqueville, Alexis de"
815,"eclat, or better results for the welfare of mankind.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,His researches were logical and exhaustive. They included every phase of,"Tocqueville, Alexis de"
815,every question that then seemed to be apposite to the great inquiry he,"Tocqueville, Alexis de"
815,was making.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The judgment of all who have studied his commentaries seems to have been,"Tocqueville, Alexis de"
815,"unanimous, that his talents and learning were fully equal to his task.","Tocqueville, Alexis de"
815,"He began with the physical geography of this country, and examined the","Tocqueville, Alexis de"
815,"characteristics of the people, of all races and conditions, their social","Tocqueville, Alexis de"
815,"and religious sentiments, their education and tastes; their industries,","Tocqueville, Alexis de"
815,"their commerce, their local governments, their passions and prejudices,","Tocqueville, Alexis de"
815,and their ethics and literature; leaving nothing unnoticed that might,"Tocqueville, Alexis de"
815,afford an argument to prove that our plan and form of government was,"Tocqueville, Alexis de"
815,"or was not adapted especially to a peculiar people, or that it would be","Tocqueville, Alexis de"
815,"impracticable in any different country, or among any different people.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The pride and comfort that the American people enjoy in the great,"Tocqueville, Alexis de"
815,commentaries of De Tocqueville are far removed from the selfish,"Tocqueville, Alexis de"
815,adulation that comes from a great and singular success. It is the,"Tocqueville, Alexis de"
815,consciousness of victory over a false theory of government which has,"Tocqueville, Alexis de"
815,"afflicted mankind for many ages, that gives joy to the true American, as","Tocqueville, Alexis de"
815,it did to De Tocqueville in his great triumph.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"When De Tocqueville wrote, we had lived less than fifty years under our","Tocqueville, Alexis de"
815,Constitution. In that time no great national commotion had occurred that,"Tocqueville, Alexis de"
815,"tested its strength, or its power of resistance to internal strife, such","Tocqueville, Alexis de"
815,as had converted his beloved France into fields of slaughter torn by,"Tocqueville, Alexis de"
815,tempests of wrath.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,He had a strong conviction that no government could be ordained that,"Tocqueville, Alexis de"
815,"could resist these internal forces, when, they are directed to its","Tocqueville, Alexis de"
815,"destruction by bad men, or unreasoning mobs, and many then believed, as","Tocqueville, Alexis de"
815,"some yet believe, that our government is unequal to such pressure, when","Tocqueville, Alexis de"
815,the assault is thoroughly desperate.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Had De Tocqueville lived to examine the history of the United States,"Tocqueville, Alexis de"
815,"from 1860 to 1870, his misgivings as to this power of self-preservation","Tocqueville, Alexis de"
815,"would, probably, have been cleared off. He would have seen that, at","Tocqueville, Alexis de"
815,"the end of the most destructive civil war that ever occurred, when","Tocqueville, Alexis de"
815,animosities of the bitterest sort had banished all good feeling from,"Tocqueville, Alexis de"
815,"the hearts of our people, the States of the American Union, still in","Tocqueville, Alexis de"
815,"complete organization and equipped with all their official entourage,","Tocqueville, Alexis de"
815,aligned themselves in their places and took up the powers and duties of,"Tocqueville, Alexis de"
815,local government in perfect order and without embarrassment. This would,"Tocqueville, Alexis de"
815,"have dispelled his apprehensions, if he had any, about the power of the","Tocqueville, Alexis de"
815,United States to withstand the severest shocks of civil war. Could he,"Tocqueville, Alexis de"
815,have traced the further course of events until they open the portals of,"Tocqueville, Alexis de"
815,"the twentieth century, he would have cast away his fears of our","Tocqueville, Alexis de"
815,"ability to restore peace, order, and prosperity, in the face of any","Tocqueville, Alexis de"
815,"difficulties, and would have rejoiced to find in the Constitution of the","Tocqueville, Alexis de"
815,United States the remedy that is provided for the healing of the nation.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"De Tocqueville examined, with the care that is worthy the importance","Tocqueville, Alexis de"
815,"of the subject, the nature and value of the system of ""local","Tocqueville, Alexis de"
815,"self-government,"" as we style this most important feature of our plan,","Tocqueville, Alexis de"
815,and (as has often happened) when this or any subject has become a matter,"Tocqueville, Alexis de"
815,"of anxious concern, his treatment of the questions is found to have been","Tocqueville, Alexis de"
815,masterly and his preconceptions almost prophetic.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,We are frequently indebted to him for able expositions and true,"Tocqueville, Alexis de"
815,doctrines relating to subjects that have slumbered in the minds of the,"Tocqueville, Alexis de"
815,people until they were suddenly forced on our attention by unexpected,"Tocqueville, Alexis de"
815,events.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"In his introductory chapter, M. De Tocqueville says: ""Amongst the novel","Tocqueville, Alexis de"
815,objects that attracted my attention during my stay in the United,"Tocqueville, Alexis de"
815,"States, nothing struck me more forcibly than the general equality of","Tocqueville, Alexis de"
815,"conditions."" He referred, doubtless, to social and political conditions","Tocqueville, Alexis de"
815,"among the people of the white race, who are described as ""We, the","Tocqueville, Alexis de"
815,"people,"" in the opening sentence of the Constitution. The last three","Tocqueville, Alexis de"
815,"amendments of the Constitution have so changed this, that those who were","Tocqueville, Alexis de"
815,"then negro slaves are clothed with the rights of citizenship, including","Tocqueville, Alexis de"
815,"the right of suffrage. This was a political party movement, intended to","Tocqueville, Alexis de"
815,"be radical and revolutionary, but it will, ultimately, react because it","Tocqueville, Alexis de"
815,has not the sanction of public opinion.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,If M. De Tocqueville could now search for a law that would negative this,"Tocqueville, Alexis de"
815,"provision in its effect upon social equality, he would fail to find it.","Tocqueville, Alexis de"
815,But he would find it in the unwritten law of the natural aversion of the,"Tocqueville, Alexis de"
815,"races. He would find it in public opinion, which is the vital force in","Tocqueville, Alexis de"
815,every law in a free government. This is a subject that our Constitution,"Tocqueville, Alexis de"
815,"failed to regulate, because it was not contemplated by its authors. It","Tocqueville, Alexis de"
815,"is a question that will settle itself, without serious difficulty. The","Tocqueville, Alexis de"
815,"equality in the suffrage, thus guaranteed to the negro race, alone--for","Tocqueville, Alexis de"
815,it was not intended to include other colored races--creates a new phase,"Tocqueville, Alexis de"
815,of political conditions that M. De Tocqueville could not foresee.,"Tocqueville, Alexis de"
815,"Yet, in his commendation of the local town and county governments,","Tocqueville, Alexis de"
815,he applauds and sustains that elementary feature of our political,"Tocqueville, Alexis de"
815,"organization which, in the end, will render harmless this wide departure","Tocqueville, Alexis de"
815,"from the original plan and purpose of American Democracy. ""Local","Tocqueville, Alexis de"
815,"Self-Government,"" independent of general control, except for general","Tocqueville, Alexis de"
815,"purposes, is the root and origin of all free republican government, and","Tocqueville, Alexis de"
815,is the antagonist of all great political combinations that threaten the,"Tocqueville, Alexis de"
815,rights of minorities. It is the public opinion formed in the independent,"Tocqueville, Alexis de"
815,expressions of towns and other small civil districts that is the,"Tocqueville, Alexis de"
815,real conservatism of free government. It is equally the enemy of that,"Tocqueville, Alexis de"
815,"dangerous evil, the corruption of the ballot-box, from which it is now","Tocqueville, Alexis de"
815,apprehended that one of our greatest troubles is to arise.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"The voter is selected, under our laws, because he has certain physical","Tocqueville, Alexis de"
815,"qualifications--age and sex. His disqualifications, when any are","Tocqueville, Alexis de"
815,"imposed, relate to his education or property, and to the fact that he","Tocqueville, Alexis de"
815,has not been convicted of crime. Of all men he should be most directly,"Tocqueville, Alexis de"
815,amenable to public opinion.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The test of moral character and devotion to the duties of good,"Tocqueville, Alexis de"
815,"citizenship are ignored in the laws, because the courts can seldom deal","Tocqueville, Alexis de"
815,"with such questions in a uniform and satisfactory way, under rules that","Tocqueville, Alexis de"
815,"apply alike to all. Thus the voter, selected by law to represent himself","Tocqueville, Alexis de"
815,"and four other non-voting citizens, is often a person who is unfit for","Tocqueville, Alexis de"
815,"any public duty or trust. In a town government, having a small area of","Tocqueville, Alexis de"
815,"jurisdiction, where the voice of the majority of qualified voters is","Tocqueville, Alexis de"
815,"conclusive, the fitness of the person who is to exercise that high","Tocqueville, Alexis de"
815,representative privilege can be determined by his neighbors and,"Tocqueville, Alexis de"
815,"acquaintances, and, in the great majority of cases, it will be decided","Tocqueville, Alexis de"
815,"honestly and for the good of the country. In such meetings, there is","Tocqueville, Alexis de"
815,"always a spirit of loyalty to the State, because that is loyalty to","Tocqueville, Alexis de"
815,"the people, and a reverence for God that gives weight to the duties and","Tocqueville, Alexis de"
815,responsibilities of citizenship.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,M. De Tocqueville found in these minor local jurisdictions the,"Tocqueville, Alexis de"
815,"theoretical conservatism which, in the aggregate, is the safest reliance","Tocqueville, Alexis de"
815,"of the State. So we have found them, in practice, the true protectors","Tocqueville, Alexis de"
815,"of the purity of the ballot, without which all free government will","Tocqueville, Alexis de"
815,degenerate into absolutism.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"In the future of the Republic, we must encounter many difficult and","Tocqueville, Alexis de"
815,"dangerous situations, but the principles established in the Constitution","Tocqueville, Alexis de"
815,"and the check upon hasty or inconsiderate legislation, and upon","Tocqueville, Alexis de"
815,"executive action, and the supreme arbitrament of the courts, will be","Tocqueville, Alexis de"
815,"found sufficient for the safety of personal rights, and for the safety","Tocqueville, Alexis de"
815,"of the government, and the prophetic outlook of M. De Tocqueville will","Tocqueville, Alexis de"
815,be fully realized through the influence of Democracy in America. Each,"Tocqueville, Alexis de"
815,succeeding generation of Americans will find in the pure and impartial,"Tocqueville, Alexis de"
815,reflections of De Tocqueville a new source of pride in our institutions,"Tocqueville, Alexis de"
815,"of government, and sound reasons for patriotic effort to preserve","Tocqueville, Alexis de"
815,them and to inculcate their teachings. They have mastered the power of,"Tocqueville, Alexis de"
815,"monarchical rule in the American Hemisphere, freeing religion from all","Tocqueville, Alexis de"
815,"shackles, and will spread, by a quiet but resistless influence,","Tocqueville, Alexis de"
815,"through the islands of the seas to other lands, where the appeals of","Tocqueville, Alexis de"
815,De Tocqueville for human rights and liberties have already inspired the,"Tocqueville, Alexis de"
815,souls of the people.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Hon. John T. Morgan,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Special Introduction By Hon. John J. Ingalls,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Nearly two-thirds of a century has elapsed since the appearance of,"Tocqueville, Alexis de"
815,"""Democracy in America,"" by Alexis Charles Henri Clerel de Tocqueville, a","Tocqueville, Alexis de"
815,"French nobleman, born at Paris, July 29, 1805.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"Bred to the law, he exhibited an early predilection for philosophy and","Tocqueville, Alexis de"
815,"political economy, and at twenty-two was appointed judge-auditor at the","Tocqueville, Alexis de"
815,tribunal of Versailles.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"In 1831, commissioned ostensibly to investigate the penitentiary system","Tocqueville, Alexis de"
815,"of the United States, he visited this country, with his friend, Gustave","Tocqueville, Alexis de"
815,"de Beaumont, travelling extensively through those parts of the Republic","Tocqueville, Alexis de"
815,"then subdued to settlement, studying the methods of local, State, and","Tocqueville, Alexis de"
815,"national administration, and observing the manners and habits, the daily","Tocqueville, Alexis de"
815,"life, the business, the industries and occupations of the people.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"""Democracy in America,"" the first of four volumes upon ""American","Tocqueville, Alexis de"
815,"Institutions and their Influence,"" was published in 1835. It was","Tocqueville, Alexis de"
815,"received at once by the scholars and thinkers of Europe as a profound,","Tocqueville, Alexis de"
815,"impartial, and entertaining exposition of the principles of popular,","Tocqueville, Alexis de"
815,representative self-government.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"Napoleon, ""The mighty somnambulist of a vanished dream,"" had abolished","Tocqueville, Alexis de"
815,"feudalism and absolutism, made monarchs and dynasties obsolete, and","Tocqueville, Alexis de"
815,substituted for the divine right of kings the sovereignty of the people.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"Although by birth and sympathies an aristocrat, M. de Tocqueville","Tocqueville, Alexis de"
815,saw that the reign of tradition and privilege at last was ended. He,"Tocqueville, Alexis de"
815,"perceived that civilization, after many bloody centuries, had entered a","Tocqueville, Alexis de"
815,"new epoch. He beheld, and deplored, the excesses that had attended the","Tocqueville, Alexis de"
815,"genesis of the democratic spirit in France, and while he loved liberty,","Tocqueville, Alexis de"
815,he detested the crimes that had been committed in its name. Belonging,"Tocqueville, Alexis de"
815,neither to the class which regarded the social revolution as an,"Tocqueville, Alexis de"
815,"innovation to be resisted, nor to that which considered political","Tocqueville, Alexis de"
815,"equality the universal panacea for the evils of humanity, he resolved","Tocqueville, Alexis de"
815,by personal observation of the results of democracy in the New World,"Tocqueville, Alexis de"
815,"to ascertain its natural consequences, and to learn what the nations of","Tocqueville, Alexis de"
815,Europe had to hope or fear from its final supremacy.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,That a youth of twenty-six should entertain a design so broad and bold,"Tocqueville, Alexis de"
815,implies singular intellectual intrepidity. He had neither model,"Tocqueville, Alexis de"
815,nor precedent. The vastness and novelty of the undertaking increase,"Tocqueville, Alexis de"
815,admiration for the remarkable ability with which the task was performed.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"Were literary excellence the sole claim of ""Democracy in America"" to","Tocqueville, Alexis de"
815,"distinction, the splendor of its composition alone would entitle it to","Tocqueville, Alexis de"
815,"high place among the masterpieces of the century. The first chapter,","Tocqueville, Alexis de"
815,"upon the exterior form of North America, as the theatre upon which the","Tocqueville, Alexis de"
815,"great drama is to be enacted, for graphic and picturesque description","Tocqueville, Alexis de"
815,of the physical characteristics of the continent is not surpassed,"Tocqueville, Alexis de"
815,in literature: nor is there any subdivision of the work in which the,"Tocqueville, Alexis de"
815,"severest philosophy is not invested with the grace of poetry, and the","Tocqueville, Alexis de"
815,driest statistics with the charm of romance. Western emigration seemed,"Tocqueville, Alexis de"
815,"commonplace and prosaic till M. de Tocqueville said, ""This gradual and","Tocqueville, Alexis de"
815,continuous progress of the European race toward the Rocky Mountains has,"Tocqueville, Alexis de"
815,the solemnity of a providential event; it is like a deluge of men rising,"Tocqueville, Alexis de"
815,"unabatedly, and daily driven onward by the hand of God!""","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The mind of M. de Tocqueville had the candor of the photographic camera.,"Tocqueville, Alexis de"
815,It recorded impressions with the impartiality of nature. The image was,"Tocqueville, Alexis de"
815,"sometimes distorted, and the perspective was not always true, but he","Tocqueville, Alexis de"
815,"was neither a panegyrist, nor an advocate, nor a critic. He observed","Tocqueville, Alexis de"
815,"American phenomena as illustrations, not as proof nor arguments; and","Tocqueville, Alexis de"
815,although it is apparent that the tendency of his mind was not wholly,"Tocqueville, Alexis de"
815,"favorable to the democratic principle, yet those who dissent from his","Tocqueville, Alexis de"
815,conclusions must commend the ability and courage with which they are,"Tocqueville, Alexis de"
815,expressed.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"Though not originally written for Americans, ""Democracy in America"" must","Tocqueville, Alexis de"
815,always remain a work of engrossing and constantly increasing interest to,"Tocqueville, Alexis de"
815,citizens of the United States as the first philosophic and comprehensive,"Tocqueville, Alexis de"
815,"view of our society, institutions, and destiny. No one can rise even","Tocqueville, Alexis de"
815,from the most cursory perusal without clearer insight and more patriotic,"Tocqueville, Alexis de"
815,"appreciation of the blessings of liberty protected by law, nor without","Tocqueville, Alexis de"
815,encouragement for the stability and perpetuity of the Republic. The,"Tocqueville, Alexis de"
815,"causes which appeared to M. de Tocqueville to menace both, have gone.","Tocqueville, Alexis de"
815,"The despotism of public opinion, the tyranny of majorities, the absence","Tocqueville, Alexis de"
815,of intellectual freedom which seemed to him to degrade administration,"Tocqueville, Alexis de"
815,"and bring statesmanship, learning, and literature to the level of the","Tocqueville, Alexis de"
815,"lowest, are no longer considered. The violence of party spirit has","Tocqueville, Alexis de"
815,"been mitigated, and the judgment of the wise is not subordinated to the","Tocqueville, Alexis de"
815,prejudices of the ignorant.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Other dangers have come. Equality of conditions no longer exists.,"Tocqueville, Alexis de"
815,"Prophets of evil predict the downfall of democracy, but the student","Tocqueville, Alexis de"
815,of M. de Tocqueville will find consolation and encouragement in the,"Tocqueville, Alexis de"
815,reflection that the same spirit which has vanquished the perils of,"Tocqueville, Alexis de"
815,"the past, which he foresaw, will be equally prepared for the","Tocqueville, Alexis de"
815,responsibilities of the present and the future.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The last of the four volumes of M. de Tocqueville's work upon American,"Tocqueville, Alexis de"
815,institutions appeared in 1840.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,In 1838 he was chosen member of the Academy of Moral and Political,"Tocqueville, Alexis de"
815,Sciences. In 1839 he was elected to the Chamber of Deputies. He became,"Tocqueville, Alexis de"
815,"a member of the French Academy in 1841. In 1848 he was in the Assembly,","Tocqueville, Alexis de"
815,and from June 2nd to October 31st he was Minister of Foreign Affairs.,"Tocqueville, Alexis de"
815,"The coup d'etat of December 2, 1851 drove him from the public service.","Tocqueville, Alexis de"
815,"In 1856 he published ""The Old Regime and the Revolution."" He died at","Tocqueville, Alexis de"
815,"Cannes, April 15, 1859, at the age of fifty-four.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Hon. John J. Ingalls,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Introductory Chapter,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,Amongst the novel objects that attracted my attention during my stay,"Tocqueville, Alexis de"
815,"in the United States, nothing struck me more forcibly than the general","Tocqueville, Alexis de"
815,equality of conditions. I readily discovered the prodigious influence,"Tocqueville, Alexis de"
815,"which this primary fact exercises on the whole course of society, by","Tocqueville, Alexis de"
815,"giving a certain direction to public opinion, and a certain tenor to","Tocqueville, Alexis de"
815,"the laws; by imparting new maxims to the governing powers, and peculiar","Tocqueville, Alexis de"
815,habits to the governed. I speedily perceived that the influence of this,"Tocqueville, Alexis de"
815,fact extends far beyond the political character and the laws of the,"Tocqueville, Alexis de"
815,"country, and that it has no less empire over civil society than over","Tocqueville, Alexis de"
815,"the Government; it creates opinions, engenders sentiments, suggests the","Tocqueville, Alexis de"
815,"ordinary practices of life, and modifies whatever it does not produce.","Tocqueville, Alexis de"
815,"The more I advanced in the study of American society, the more I","Tocqueville, Alexis de"
815,perceived that the equality of conditions is the fundamental fact from,"Tocqueville, Alexis de"
815,"which all others seem to be derived, and the central point at which all","Tocqueville, Alexis de"
815,my observations constantly terminated.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,"I then turned my thoughts to our own hemisphere, where I imagined that","Tocqueville, Alexis de"
815,I discerned something analogous to the spectacle which the New World,"Tocqueville, Alexis de"
815,presented to me. I observed that the equality of conditions is daily,"Tocqueville, Alexis de"
815,progressing towards those extreme limits which it seems to have reached,"Tocqueville, Alexis de"
815,"in the United States, and that the democracy which governs the American","Tocqueville, Alexis de"
815,communities appears to be rapidly rising into power in Europe. I hence,"Tocqueville, Alexis de"
815,conceived the idea of the book which is now before the reader.,"Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,It is evident to all alike that a great democratic revolution is,"Tocqueville, Alexis de"
815,going on amongst us; but there are two opinions as to its nature and,"Tocqueville, Alexis de"
815,"consequences. To some it appears to be a novel accident, which as such","Tocqueville, Alexis de"
815,"may still be checked; to others it seems irresistible, because it is the","Tocqueville, Alexis de"
815,"most uniform, the most ancient, and the most permanent tendency which is","Tocqueville, Alexis de"
815,to be found in history. Let us recollect the situation of France seven,"Tocqueville, Alexis de"
815,"hundred years ago, when the territory was divided amongst a small number","Tocqueville, Alexis de"
815,"of families, who were the owners of the soil and the rulers of","Tocqueville, Alexis de"
815,the inhabitants; the right of governing descended with the family,"Tocqueville, Alexis de"
815,inheritance from generation to generation; force was the only means by,"Tocqueville, Alexis de"
815,"which man could act on man, and landed property was the sole source of","Tocqueville, Alexis de"
815,"power. Soon, however, the political power of the clergy was founded, and","Tocqueville, Alexis de"
815,"began to exert itself: the clergy opened its ranks to all classes, to","Tocqueville, Alexis de"
815,"the poor and the rich, the villein and the lord; equality penetrated","Tocqueville, Alexis de"
815,"into the Government through the Church, and the being who as a serf must","Tocqueville, Alexis de"
815,have vegetated in perpetual bondage took his place as a priest in the,"Tocqueville, Alexis de"
815,"midst of nobles, and not infrequently above the heads of kings.","Tocqueville, Alexis de"
815,,"Tocqueville, Alexis de"
815,The different relations of men became more complicated and more numerous,"Tocqueville, Alexis de"
815,as society gradually became more stable and more civilized. Thence the,"Tocqueville, Alexis de"
815,want of civil laws was felt; and the order of legal functionaries soon,"Tocqueville, Alexis de"
815,"rose from the obscurity of the tribunals and their dusty chambers, to","Tocqueville, Alexis de"
815,"appear at the court of the monarch, by the side of the feudal barons in","Tocqueville, Alexis de"
